model,price
1500 crew cab laramie,0.3745740568642504
1500 crew cab laramie limit,0.3533981170956402
1500 crew cab laramie pickup,0.3568602846654485
1500 crew cab lone star,0.32091011941712977
1500 crew cab ltz,0.2315447088771263
1500 crew cab rebel pickup,0.40845574415617647
1500 crew cab slt 4x4,0.1918461351973817
1500 crew cab slt pickup 4d,0.3566683414525312
1500 crew cab sport,0.4847367570406885
1500 crew cab tradesman,0.31666178431451775
1500 crew cab warlock,0.3636106509353913
1500 crew cab4x4,0.1878055679017334
1500 crew laramie,0.3015576386924724
1500 crew sport 4x4,0.4544426037415653
1500 diesel,0.3434179158753889
1500 eco diesel,0.2928603175885894
1500 ecodiesel,0.21307931633601354
1500 elevation crew cab,0.4645844276536425
1500 express,0.2387753533278999
1500 express 4x4 gas,0.34038328147938635
1500 express crew,0.3231645723059517
1500 express crew cab,0.2771526122267566
1500 express crew cab short,0.3332962947997899
1500 express hemi v8 4x4,0.1211362075235363
1500 express quad,0.313063154066831
1500 express quad cab,0.313063154066831
1500 express quad cab short,0.3029920400824276
1500 ext cab,0.029213301547537197
1500 extended cab,0.2676572790819831
1500 extended cab 4x4,0.2019475534365024
1500 f150,0.0696694815952159
1500 flex fuel,0.0777506161865125
1500 harvest,0.3230938623782779
1500 hemi,0.10299250630173086
1500 hemi 112k miles,0.136338841973413
1500 hemi 4x4,0.2701826336417633
1500 hemi crew,0.0605276980888116
1500 hemi express,0.1777546567538082
1500 hemi slt,0.24139359166026902
1500 hemi v8,0.1747242312820719
"1500 hemi, daytona",0.0959331690169299
1500 laramie,0.30577215426366955
1500 laramie 4dr cre,0.1913915713766212
1500 laramie 4dr quad cab 4x4 v8 hemi leather moon 20s,0.1766940078387005
1500 laramie 4wd,0.1797749404016324
1500 laramie 4x4,0.2178823964027406
1500 laramie 4x4 crew cab 57,0.4342801729362802
1500 laramie 4x4 eco diesel,0.3231645723059517
1500 laramie 4x4 gas,0.4393414374704051
1500 laramie 4x4 quad cab,0.39038445997818094
1500 laramie automatic,0.33313130496855087
1500 laramie big horn,0.1514808679138551
1500 laramie crew,0.2929007232615459
1500 laramie crew cab,0.3726574811103479
1500 laramie crew cab short,0.38801231026169397
1500 laramie crew hemi 5.7,0.3165178391046103
1500 laramie ecodiesel,0.318164370277587
1500 laramie fully loaded!!,0.2726574811103479
1500 laramie limited,0.29262040890541025
1500 laramie longhorn,0.2942447435409405
1500 laramie longhorn 4wd!,0.2687330801244494
1500 laramie longhorn 4x4,0.1915935997414037
1500 laramie longhorn automatic,0.3434179158753889
1500 laramie longhorn editi,0.3434078144571498
1500 laramie longhorn*leath,0.4579376944523011
"1500 laramie longhorn, lifted, 4x4 laramie longhorn, lifted, 4x4",0.3409127641520869
1500 laramie quad cab,0.0706695220008889
1500 laramie quad cab short,0.2524849488868237
1500 laramie slt,0.07235645884682203
1500 laramie slt 5.9,0.0252232413430845
1500 laramie sport,0.5454462806578044
"1500 laramie**v8,5.7l!!",0.3367206755828518
1500 laramie*nav*leather*ba,0.4377348579740595
"1500 laramie, $452.02 month, 2.9% apr, $2000 down, 72 m laramie, $452.02 month, 2.9% apr, $2000 down, 72 m",0.2928603175885894
1500 laramieextended cab,0.3232150793971473
1500 lifted big horn crew cab 5.7 liter hemi,0.3938744999797972
1500 limited,0.5942967392621925
1500 limited 4x4,0.5957008363974302
1500 limited 4x4 gas,0.5710782409234872
1500 limited crewcab leveled,0.5858014465230919
1500 limited edition crew cab lwb 4wd,0.2929007232615459
1500 lone star,0.24309803763115004
1500 lone star crew cab,0.3736716635015556
"1500 lone star, $435 month, $2000 down, oac, 2.9% $435 month, $2000 down, 2.9% apr, oac, 1 owner, 0 accidents, nice",0.2726574811103479
1500 lonestar,0.23981777041496624
1500 lonestar 4x4,0.1742191603701159
1500 long horn,0.0858317507778092
1500 longhorn,0.3376616615434345
1500 longhorn 4x4,0.2999818174471695
1500 longhorn 4x4 gas,0.4264639199788094
1500 longhorn limited,0.31068932078063755
1500 longhorn**navi*cam*lea,0.3468220938219726
1500 lt 4x4,0.0252232413430845
1500 lt crew cab,0.4115519818982584
1500 ltz,0.241393591660269
1500 mega cab,0.16850175764677355
1500 mega cab 4x4,0.1464402602125338
1500 megacab,0.0151218231039637
1500 megacab slt,0.0555274960604468
1500 night,0.3534183199321185
1500 orange,0.2272415047072609
1500 outdoorsman,0.2969895528887811
1500 outdoorsman 4wd,0.2823043355287082
1500 outdoorsman 4wd!,0.23530445674572706
1500 outdoorsman 4x4,0.31613352605614914
1500 outdoorsman hemi v8 4x4,0.1867954260778213
1500 pickup truck,0.1008828639540991
1500 plow truck 4x4,0.0035051921289749
1500 promaster - cargo van,0.2502424340377389
1500 promaster cargo van,0.2322922138268212
1500 quad cab,0.16227802133419528
1500 quad cab 140.5,0.0706493191644106
1500 quad cab 4 x 4,0.2699705038587418
1500 quad cab 4x4,0.13846013980362837
1500 quad cab 4x4 slt,0.2019475534365024
1500 quad cab big horn,0.33061038085536676
1500 quad cab express,0.19288153056689156
1500 quad cab express pickup,0.261441105255909
1500 quad cab harvest pickup,0.31823751847862886
1500 quad cab hemi,0.1868459331690169
1500 quad cab laramie pickup,0.32201209231594297
1500 quad cab lone star,0.3837225746494808
1500 quad cab long bed,0.1009333710452947
1500 quad cab short b,0.0282031597236252
1500 quad cab slt,0.1218365725214486
1500 quad cab slt pic,0.1816740070305871
1500 quad cab slt pickup,0.222150389914744
1500 quad cab slt pickup 4d,0.3365826228669172
1500 quad cab sport,0.1413390440017778
1500 quad cab sport pickup,0.25673331678624817
1500 quad cab sxt,0.110075154551699
1500 quad cab sxt pic,0.1816740070305871
1500 quad cab tradesman,0.28859246838256086
1500 quadcab,0.0100610125661642
1500 quadcab slt,0.0757303325386884
1500 r/t,0.19132591215806694
1500 r/t sport 4wd,0.1716635015556184
1500 rebel,0.4216860354886134
1500 rebel 4x4,0.2928199119156329
1500 rebel 4x4 1/2 ton,0.43236867379256966
1500 rebel 4x4 crew cab 57 b,0.4843529031476019
1500 rebel 4x4 off road,0.3231645723059517
1500 rebel crew cab,0.5050406077013213
1500 rebel hemi 4x4,0.2524546446321063
"1500 rebel*v8,5.7l",0.4377348579740595
1500 reg cab,0.1109640793567416
"1500 reg cab slt ""bumble bee"" 4x4",0.1060345872560507
1500 reg cab st,0.0565780435573154
1500 regular cab,0.15920753455603343
1500 regular cab lone star,0.3130126469756353
1500 regular cab slt pickup,0.1816942098670653
1500 regular cab tradesman,0.22306685619344715
1500 rst z71,0.535294355327488
1500 rt,0.2777536466119843
1500 savana conversion van,0.0585579215321831
1500 sb,0.1211362075235363
1500 sierra,0.10632045739221782
1500 sierra all-terrain,0.3030122429189058
1500 sierra crew cab,0.1737140894581599
1500 sierra denali,0.1110852963756111
1500 sierra silverado,0.0686593397713039
1500 sierra sle,0.2747282718493676
1500 sierra slt,0.2712937896480665
1500 silverado,0.1595443250232332
1500 silverado 4x4,0.13419532102307158
1500 silverado ltz z71,0.12876277829407246
1500 silverado sierra,0.0787607580104246
1500 silverado titan,0.0565376378843589
1500 silverado z71,0.1908865004646652
1500 single cab,0.0100711139844034
1500 slt,0.16938426139526108
1500 slt 1500 quad hemi,0.2256050749525233
1500 slt 1owner 4x4 5.7l well maint runs&drive great!!!,0.1644207846781688
1500 slt 4dr quad cab,0.111075194957372
1500 slt 4dr quad cab slt,0.10093337104529475
1500 slt 4dr quad cab v8 automatic short bed tow pkg,0.1009333710452947
1500 slt 4wd,0.308202351610166
1500 slt 4wd 4x4,0.3219220978625399
1500 slt 4wd pickup truck,0.3189068245181623
1500 slt 4wd!,0.04393409834740797
1500 slt 4wd!crew cab,0.29307469213121967
1500 slt 4wd!extended cab,0.19420313278650989
1500 slt 4x4,0.1463251040446078
1500 slt 4x4 1/2 ton,0.32142018364378355
1500 slt 4x4 81k v8 hemi crew cab 20s newer tires,0.313063154066831
1500 slt 4x4 big horn,0.2722029172895874
1500 slt 4x4 half ton,0.33685412063432646
1500 slt 4x4 quad cab 135k lifted offroad tires tow pac,0.131237625762657
1500 slt automatic,0.363499535334761
1500 slt big horn,0.27116752192007754
1500 slt biodiesel 4wd,0.2873550446482686
1500 slt crew cab,0.36155804274920195
1500 slt crew cab 4wd,0.1918865408703381
1500 slt crew cab 4x2,0.3484686249949493
1500 slt crew cab 4x4,0.2668188613681361
1500 slt hemi 4wd lifted on 35 inch mt,0.3130126469756353
1500 slt laramie,0.0353246595822053
1500 slt laramie 4x4,0.1918966422885773
1500 slt mega cab 4x4,0.1311871186714614
1500 slt quad cab,0.1504808275081821
1500 slt quad cab / 4x,0.1009333710452947
1500 slt quad cab 4wd,0.1311871186714614
1500 slt quad cab 4x4,0.2302820315972362
1500 slt rwd half ton,0.1716837043920966
1500 slt sport,0.1231918461351973
1500 slt**3.6l!,0.2963150026263687
1500 sltcrew cab,0.2564083397308982
1500 sltextended cab,0.098448422158471
1500 sport,0.2938307362678044
1500 sport 4wd!,0.1735996067181165
1500 sport 4wd!crew cab,0.22412521718049205
1500 sport 4x2 regular cab 6,0.353468827023314
1500 sport 4x4,0.3437916683502364
1500 sport 4x4 1/2 ton,0.3707409895349307
1500 sport 4x4 5.7 v8 loaded lifted on 37s,0.4544830094145218
1500 sport 4x4 gas,0.4292698694896763
"1500 sport 4x4 quad cab 6'4"" box",0.3433674087841933
1500 sport automatic,0.3584134712513637
1500 sport crew cab,0.3924097943351246
1500 sport crew cab lwb 4wd,0.2726574811103479
1500 sport crew cab swb 4wd,0.2322922138268212
1500 sport crew hemi sun r,0.286213584387248
1500 sport crewcab 4x4,0.39248555497191795
1500 sport quad cab,0.0201725322235241
1500 sport r/t hemi,0.3735908521556426
1500 sport r/t regular cab,0.353468827023314
1500 sport rwd 1/2 ton,0.4141177421309951
1500 sportcrew cab,0.3211796436219645
1500 sportextended cab,0.2770299521481387
1500 st,0.16204594125015148
1500 st 4dr quad cab st,0.1211362075235363
1500 st 4x4,0.10903134133365654
1500 st 4x4 1/2 ton,0.3535092326962705
1500 st 4x4 gas,0.32320497797890824
1500 st 4x4 half ton,0.33974773391517504
1500 st express,0.2423532263929855
1500 st express black,0.2272010990343044
1500 st extended cab,0.08694038142955265
1500 st quad cab,0.1565416784516546
1500 st quad cab 4x4,0.2322518081538647
1500 st rwd,0.1563396500868722
1500 st rwd half ton,0.2929007232615459
1500 st st 4dr quad cab,0.10597902945573555
1500 st tradesman/express,0.21653400137379278
1500 stl,0.0454260778213261
1500 suburban,0.067543133055881
1500 suburban z71,0.0706291163279324
1500 sxt 4x4,0.3434078144571498
1500 sxt 4x4 1/2 ton,0.333306396218029
1500 sxt 4x4 half ton,0.3321840164136822
1500 tahoe,0.0757303325386884
1500 tradesman,0.22815943871340044
1500 tradesman 4wd!,0.1410461028728433
1500 tradesman 4wd!crew,0.201078831467938
1500 tradesman 4x2 regular cab 8' box,0.1994727059679178
1500 tradesman 4x4,0.17775213139924842
1500 tradesman automatic,0.2424037334841811
1500 tradesman crew hemi l,0.2458079114307648
1500 tradesman hemi,0.2403329427451614
1500 tradesman quad,0.1548951472786779
1500 tradesman quad cab,0.17068366398642362
1500 tradesman reg cab,0.2120489716756232
1500 tradesman regular cab lwb 2wd 6-speed automat,0.090831952806174
1500 tradesman rwd gas,0.2120893773485797
1500 tradesman standard,0.1817952240494565
1500 tradesman*back up cam*,0.2559093296698856
"1500 tradesman*v6,3.6l!",0.2256050749525233
1500 tradesmanextended cab,0.23749444421996846
1500 trail boss,0.5050406077013213
1500 trailboss z71,0.4645844276536425
1500 truck,0.054517354236534796
1500 v8 slt,0.0797708998343367
1500 van,0.1211362075235363
1500 w/ plow 4x4,0.0060204452705159
1500 x-cab 4wd z-71,0.1211362075235363
1500 yukon denali xl,0.10260010505474966
1500 yukon slt,0.2536203482969008
1500 z-71 4wd,0.1211362075235363
1500 z71,0.4535233746818053
"1500, slt",0.1514808679138551
1500/4x4,0.161592387571215
1500hd,0.1302274839387449
1500outdoorsman,0.2322518081538647
19 foot flatbed stake body lift gate low miles,0.0605276980888116
190-class,0.0908521556426522
190e,0.0151218231039637
1985 blazer,0.3429128449634329
1988 scottsdale plow truck,0.0302739504626449
1989 cummins truck,0.0908824598973696
1994 3500hd,0.0403753687017657
1995 g20 van,0.0504767869408865
1`500,0.2928603175885894
2,0.04461371113346415
2 door 2door 2-dr 2dr,0.0095660430724473
2 door echo,0.0151218231039637
2 series,0.3173041204662554
2 series 228i,0.161592387571215
2 series 228i convertible 2d,0.2483635702452624
2 series 228i coupe 2d,0.18846216008727623
2 series 228i xdrive coupe,0.2079578972887793
2 series 228i xdrive gran,0.3392763343973494
2 series 230i coupe 2d,0.25898300993254314
2 series 230i xdrive,0.2161400460624671
2 series 230i xdrive coupe,0.2607607653569106
2 series 2dr cpe 228i rwd,0.2120489716756232
2 series m235i,0.2928603175885894
2 series m235i convertible,0.2726069740191523
2 series m235i coupe 2d,0.2554345630126469
2 series m235i xdrive,0.3029112287365146
2 series m240i coupe 2d,0.350355309240256
2 series m240i xdrive,0.3130126469756353
2 sport,0.04742110792355245
2 wheel drive,0.0151218231039637
2-series,0.1614711705523455
20,0.1868459331690169
200,0.08042099500574974
200 200c sedan 4d,0.1744449567778139
200 200s sedan 4d,0.14484495766062694
200 3.6l convertible,0.1908865004646652
200 4dr sdn s awd,0.1165602650612146
200 4dr sdn s fwd,0.1504303204169865
200 4dr sdn touring,0.0807305345670532
200 c,0.12205832270279313
200 c automatic,0.1343185583255889
200 c sedan,0.1009333710452947
200 convertable,0.0757303325386884
200 convertible,0.09211988363166185
200 limited,0.07768579058014305
200 limited 4d sedan automatic,0.1104287041900682
200 limited 4dr sedan,0.07446765525879831
200 limited automatic,0.1211766131964928
200 limited sedan,0.0429007232615459
200 limited sedan 4d,0.14903969183940086
200 limited/navigation,0.0504262798496909
200 limitedsedan,0.1307830619418966
200 lx,0.06639118286053512
200 lx 4dr sedan,0.0504767869408865
200 lx sedan 4d,0.0554769889692512
200 lxsedan,0.0908723584791304
200 nv cargo van,0.1615822861529758
200 s,0.08203399164650117
200 s awd,0.090831952806174
200 s awd gas sedan,0.1918865408703381
200 s convertible,0.1009737767182512
200 s convertible 2d,0.1271465513758131
200 sedan,0.0322942341104691
200 sedan limited,0.1009737767182512
200 series,0.0840539011677239
200 series 200c leather heated seats,0.11007515455169899
200 series limited,0.11053308551187246
200 series lx,0.0802759707462927
"200 series lx new tires 136k heated seats kbb $6,508",0.0453755707301305
200 series s 1-owner sport convertible navigation heated leather backup camera,0.090831952806174
200 sport,0.0696694815952159
200 ssedan,0.12286018290301291
200 touring,0.059398310254467006
200 touring 4dr sedan,0.06215114030581319
200 touring convertible,0.0720054345630126
200 touring sedan,0.089751101054588
200 touring sedan 4d,0.16943782240359875
200-series,0.07886934825649518
200-series 4dr sdn tou,0.065578407208372
2000,0.1666430966907753
2001 es300,0.0600731342680512
2002 rsx type s,0.0696694815952159
2004 f350 super duty,0.0252232413430845
2004 s80 / turbo,0.0100711139844034
2005,0.1565416784516546
200c,0.0504767869408865
200c awd,0.12116146106913404
200s,0.10897842914288017
200s sedan 4d,0.1706836639864236
200sl,0.0251727342518889
200t f sport,0.292910824679785
2011 328i,0.0928926421269546
2011 f-450 4x4 crew cab in-closed utility,0.318164370277587
2011 terrain,0.0898723180734575
2012,0.241393591660269
2012 s60 t5,0.0605782051800072
2013,0.3181542688593478
2016,0.2550305062830821
2016 a3 sportback e-tron,0.1917754252697078
2017 altima sl,0.1166410764071275
2018 f-250 4x4 crew-cab flatbed truck,0.4131177017253222
2200,0.0656289142995676
228,0.1070447290799628
228 xi,0.1464402602125338
228i,0.16343806098947716
228i m sport package,0.14947068568427
228i xdrive,0.24638369227039472
22r,0.0201725322235241
22re,0.057547779708271
230ge,0.8888945007879107
230i,0.3792667268262242
230i 2-series 2 series 230 i,0.2423532263929855
230i convertible,0.3626106105297184
230i xdrive,0.2817992646167522
238i,0.0906299244413915
24 ft,0.0226978867833043
240,0.03243132478657142
240 dl,0.035072124126227275
240 sedan 4d,0.0499717160289304
240 station wagon,0.0504262798496909
240 sx,0.1161360054951715
240 wagon,0.03689037940926905
240d,0.06916441068325987
240dl wagon,0.0555274960604468
240gd swb,0.3434179158753889
240m,0.3383672067558285
240sx,0.06899605371260786
240sx limited edition,0.0434057941735019
240sx s13,0.07505690465608034
240sx s14,0.0757303325386884
240sx se,0.0681542688593478
244,0.0252232413430845
245,0.0418905814376338
245 glt,0.0120913976322275
250,0.1966654300081913
250 5.9l v8 4 speed manual new tires long bed,0.0554769889692512
250 diesel,0.0636086306517435
250 pickup,0.161592387571215
250 super duty xl,0.3131136611580266
250 xlt,0.0858317507778092
2500,0.33255523945663246
"2500 $488 montslt,4x4,3/4 ton, will sell fast, hurry in $488 month, slt,4x4,3/4 ton, will sell fast, hurry in $2k down, oac, 2.9% apr,",0.3214473312053012
2500 *tradesman*4x4 *4dr -*c,0.54423411046911
2500 *tradesman*4x4 *4dr -*crew *cab *lifted *1-*owner,0.54423411046911
2500 4 x 4,0.4898884803426401
"2500 4dr quad cab 155"" wb hd 4wd",0.1514404622408986
2500 4dr quad cab 160.5 4wd slt,0.2615964281385106
2500 4wd,0.5554971918057295
2500 4wd laramie mega,0.2220998828235484
2500 4x4,0.1819411822231435
2500 4x4 5.7 hemi,0.0656289142995676
2500 4x4 5.7l hemi 1-owner new wheels&tires,0.2005838619742211
2500 4x4 big horn,0.3424077740514768
2500 4x4 crew,0.3130126469756353
2500 4x4 crew cab,0.227504141581478
2500 4x4 crew cab big horn,0.2575558608428623
2500 4x4 cummins,0.4451147414781245
2500 4x4 cummins diesel,0.4949290880439613
2500 4x4 diesel,0.3232049779789082
2500 4x4 diesel truck,0.4848276698048406
2500 4x4 laramie diesel,0.4545234150874783
2500 4x4 megacab,0.3222410140669464
2500 4x4 power wagon crew cab 5.7l hemi gas laramie one owner low miles,0.2919006828558729
2500 4x4 quad cab,0.0782556870984686
2500 4x4 quad cab sport,0.1312881328538526
2500 5.9 diesel,0.2019475534365024
2500 5.9l - cummins diesel - 4x4 - 8ft lb - clean car fax,0.2414845044244211
"2500 6"" lifted laramie crew 4x4",0.7272213018707827
2500 6.4 hemi,0.540395571538244
2500 6.4 hemi tradesmen 4wd,0.449482807386157
2500 6.7 cummins diesel 4x4 laramie !!leveled 35s!,0.4948886823710048
2500 6.7 cummins diesel 4x4 laramie clean leveled w/35,0.6565113741969373
2500 6.7 cummins diesel 4x4 laramie lifted on 37s,0.6666127924360581
2500 6.7 diesel,0.3434078144571498
2500 big horn,0.3546571211325342
2500 big horn 4x4,0.3260384257949816
2500 big horn 4x4 6.7l cumm,0.5858014465230919
2500 big horn 4x4 crew cab 6,0.5959028647622127
2500 big horn crew cab,0.49286839872318067
2500 bighorn,0.4421466523899955
2500 black widow,0.8281647743343166
2500 box truck,0.0555274960604468
2500 cargo,0.1004788072245343
2500 cargo van,0.0983196290759222
2500 crew 4x4,0.20309709483211438
2500 crew 4x4 diesel,0.5747403935512546
2500 crew 4x4 dmax,0.3727120287688391
2500 crew cab,0.3666289737645203
2500 crew cab 149 in,0.49303507212412623
2500 crew cab 4wd,0.4434219564426845
2500 crew cab 4x4,0.24189866257222511
2500 crew cab 4x4 hemi,0.2929007232615459
2500 crew cab big horn,0.5124569280224618
2500 crew cab hemi,0.3737221705927512
2500 crew cab laramie 4wd diesel,0.6262475251525315
2500 crew cab laramie picku,0.5958321548345388
2500 crew cab lone star,0.4645339205624469
2500 crew cab slt,0.3328114267243121
2500 crew cab slt 4x4,0.3975881486487975
2500 crew cab tradesman,0.4503919350276779
2500 crew cab tradesman 4x4,0.42169885651945527
2500 crew cab tradesman pic,0.520071518041133
2500 crew cav 4x4 hemi,0.2929007232615459
2500 crew lb 4x4,0.2621014990504667
2500 crew lt,0.1009333710452947
2500 crewcab,0.2777586973211038
2500 cummins,0.3087921884658138
2500 cummins 4x4,0.44567709806456823
2500 cummins 4x4 diesel,0.464624833326599
2500 cummins 6.7 - tradesman - 4x4 - crew cab - 8ft - - lifted,0.4241080447694856
2500 cummins diesel,0.28758232655864874
2500 cummins ho,0.2919006828558729
2500 cummins laramie,0.2908905410319609
2500 cummins sport,0.3919047234231686
2500 cutaway,0.0302739504626449
2500 diesel,0.26176203017691557
2500 diesel 4x4,0.2285647904965857
2500 diesel 4x4 5.9l 1,0.3424077740514768
2500 diesel 4x4 5.9l c,0.33432663946018015
